Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2592	-60.72951	-125.8936	65.16412	0.0201777	0.0225635	0.00566732	5.51981e-05	0.00630863	0.00585238	0.0167395	0.0196338	0.000270801	0.000675467	0.0148365	0.00509039	0.00157219	0.000419124	0.00340127	0.0172559	0.00717287	0.00798312	0.00572729	0.000572687	0.00305069	0.000935369	0.000550013	0.0113118	0.00135722	0.0190094	0.0324283	0.000206635	0.0223472	0.00330228	0.0083969	0.00622966	0.00687341	0.00409367	0.00799555	0.0284617	0.00652476	0.00104812	0.0173815	0.0241232	0.00275435	0.0172197	0.00444442	0.0276703	0.000596265	0.000690899	0.00906588	1.342455	0.657545	0.216847	0.474504	0.792488	1.26185	2.10746	4.61155	1.105258	0.4898078	0.0469199	0.0524678	0.0131784	0.000128354	0.0146697	0.0136088	0.038925	0.0456554	0.000629704	0.00157069	0.0344998	0.0118369	0.00365588	0.000974604	0.00790912	0.0401257	0.0166794	0.0185635	0.0133179	0.00133169	0.00709388	0.00217505	0.00127897	0.0263037	0.003156	0.0442032	0.0754069	0.000480496	0.0519648	0.00767892	0.0195256	0.0144861	0.015983	0.00951918	0.0185924	0.0661832	0.0151723	0.00243724	0.0404178	0.0560947	0.0064048	0.0400416	0.0103348	0.0643429	0.00138652	0.00160657	0.0210812	0.682606	0.317394	0.6826058	0.4300448
2628	-59.18605	-124.8218	65.63577	0.00785247	0.00536606	0.0104735	0.00170834	0.00287118	0.0117925	0.0160854	0.00991434	0.0118662	0.0272494	0.00474234	0.0241143	0.000417631	0.000323713	0.00332601	0.0118278	0.0245121	0.0139213	0.0134064	0.0141975	0.0101929	0.00169314	0.00222527	0.0031896	0.00355159	0.0212363	0.0397814	0.0235091	0.024523	0.0409229	0.00784439	0.0206817	0.0164329	0.00649691	0.0218257	0.0128734	0.0213868	0.0427359	0.0124947	0.0276287	0.0183073	0.0746102	0.00946575	0.000371763	0.00437158	0.00274643	0.0457768	1.548853	0.451147	0.267196	0.525368	0.818069	1.22239	1.90343	3.74257	0.954286	0.2912782	0.010715	0.00732224	0.0142915	0.00233111	0.00391786	0.0160914	0.0219493	0.0135286	0.016192	0.037183	0.00647113	0.0329051	0.000569876	0.000441721	0.00453849	0.0161396	0.0334479	0.0189962	0.0182936	0.0193731	0.0139087	0.00231036	0.00303648	0.00435235	0.00484631	0.0289779	0.0542835	0.0320792	0.0334628	0.0558412	0.010704	0.0282211	0.0224235	0.00886534	0.0297822	0.0175664	0.0291833	0.0583151	0.0170495	0.0377007	0.0249812	0.101809	0.0129164	0.000507288	0.00596522	0.00374763	0.0624645	0.76395	0.23605	0.7639499	0.7328446
2664	-54.84718	-119.6116	64.76443	0.0115701	0.00245471	0.000134593	0.000879288	0.00203741	0.00710085	0.000812559	8.30906e-05	0.00224688	0.00159104	0.00437939	0.00328904	0.00143577	0.0021692	0.000985977	0.00349037	0.00122287	0.00261418	0.00220085	0.00457656	0.0047419	0.00218847	0.00041222	0.000345078	0.0080272	0.00387982	0.0106104	0.00132278	0.0104231	0.000393082	0.012071	0.00610606	0.00416625	0.00189804	7.53402e-05	0.000127867	0.00186279	0.000524448	0.000749444	0.00335564	0.00947752	0.00403515	0.00751057	0.000538011	0.00853292	0.00015412	0.00492834	1.295242	0.7047582	0.256385	0.514891	0.812944	1.2301	1.94216	3.90039	0.9841522	0.5441132	0.0706647	0.0149922	0.000822031	0.00537027	0.0124435	0.0433687	0.00496273	0.000507478	0.0137229	0.00971734	0.0267472	0.0200879	0.00876902	0.0132485	0.00602188	0.0213175	0.00746871	0.0159661	0.0134418	0.0279514	0.0289613	0.0133661	0.00251764	0.00210757	0.0490263	0.0236961	0.0648035	0.00807894	0.0636596	0.00240076	0.0737242	0.0372929	0.0254455	0.0115923	0.000460142	0.00078095	0.011377	0.00320308	0.00457725	0.0204947	0.0578842	0.0246448	0.045871	0.00328592	0.052115	0.000941291	0.0301	0.813702	0.186298	0.8137023	0.1637324
2700	-60.40095	-125.6713	65.27035	0.0454999	0.000775312	0.00068527	0.00334071	0.000658178	0.014222	0.0117755	0.000906698	0.00427327	0.00643154	0.114657	0.0249855	0.00211256	0.0331326	0.0164129	0.025585	0.0291937	0.0516732	0.0173803	0.00895319	0.0159008	0.0158188	0.00250247	0.00576123	0.0375111	0.000543795	0.0094824	0.00441866	0.0700502	0.0188369	0.0238053	0.0147963	0.0496807	0.0340652	0.0236291	0.0193329	0.031697	0.0182732	0.04269	0.04683	0.051201	0.0264843	0.0364057	0.0184057	0.0045187	0.0166235	0.00798202	1.240852	0.759148	0.534854	0.736987	0.90918	1.09989	1.35688	1.86967	0.4524682	0.6117958	0.0429285	0.000731494	0.000646542	0.00315191	0.00062098	0.0134182	0.01111	0.000855455	0.00403176	0.00606806	0.108177	0.0235735	0.00199317	0.0312601	0.0154853	0.0241391	0.0275438	0.0487529	0.016398	0.00844719	0.0150022	0.0149248	0.00236105	0.00543563	0.0353911	0.000513062	0.00894649	0.00416894	0.0660913	0.0177723	0.0224599	0.01396	0.0468729	0.03214	0.0222937	0.0182403	0.0299056	0.0172405	0.0402773	0.0441834	0.0483073	0.0249875	0.0343482	0.0173655	0.00426332	0.0156841	0.00753091	0.646405	0.353595	0.6464049	1.059901
2736	-68.05151	-133.5915	65.53999	0.0133715	0.0035618	0.00567116	0.000640866	0.00879131	0.0306169	0.0326518	0.0114641	0.0125537	0.0136724	0.0166924	0.0412193	0.00693209	0.0411484	0.0100748	0.0049759	0.0958065	0.110914	0.0303452	0.00631534	0.0129282	0.0156035	0.0087733	0.0192139	0.0402699	0.0408283	0.0225221	0.00574986	0.0098598	0.00401181	0.0158361	0.0138024	0.00554805	0.0731198	0.157241	0.000613798	0.0129358	0.0868838	0.024182	0.0778132	0.043792	0.0330432	0.0301246	0.0283547	0.00654433	0.00617404	0.0281927	1.394586	0.6054144	0.79421	0.893713	0.96555	1.03568	1.11893	1.25911	0.1666004	0.4341178	0.0101193	0.00269551	0.00429184	0.000484997	0.00665312	0.0231703	0.0247103	0.00867587	0.00950045	0.010347	0.0126325	0.0311941	0.0052461	0.0311404	0.00762441	0.00376568	0.0725048	0.083938	0.0229648	0.00477934	0.00978385	0.0118085	0.00663949	0.0145408	0.0304756	0.0308982	0.0170443	0.0043514	0.00746174	0.00303607	0.0119845	0.0104454	0.00419867	0.0553359	0.118998	0.000464513	0.00978964	0.0657522	0.0183005	0.0588877	0.0331411	0.0250065	0.0227978	0.0214583	0.00495264	0.00467241	0.0213357	0.611034	0.388966	0.6110338	1.321382
2772	-55.31498	-120.9002	65.58524	0.0218987	0.000619118	6.86315e-05	0.00811989	0.00309325	0.00718128	0.0217411	0.00385167	0.000407543	0.00822668	0.0106895	0.0148687	0.00140969	0.00972084	0.0139559	0.00988762	0.0136745	0.00104498	0.000982961	0.0180735	0.00344527	0.00792782	0.0106835	0.0209585	0.00306599	0.00452417	0.0198639	0.00572281	0.0288854	0.00942851	0.0085616	0.00428088	0.00298288	0.0400922	0.0112578	0.0285484	0.000236279	0.000725459	0.0119136	0.0274949	0.00140598	0.0167449	0.00476646	0.0161139	0.000754812	0.00329617	0.0241246	1.449844	0.5501556	0.289551	0.546364	0.828131	1.20754	1.83028	3.45362	0.8961891	0.3794584	0.0449367	0.00127045	0.000140834	0.0166622	0.00634743	0.0147362	0.0446134	0.00790374	0.00083629	0.0168814	0.0219351	0.0305109	0.00289272	0.0199474	0.028638	0.0202897	0.0280605	0.00214433	0.00201706	0.0370873	0.00706979	0.0162681	0.0219229	0.0430074	0.00629151	0.00928372	0.0407613	0.0117434	0.0592736	0.0193476	0.0175687	0.00878449	0.00612095	0.0822704	0.0231013	0.0585822	0.000484851	0.00148866	0.024447	0.0564202	0.0028851	0.0343611	0.00978091	0.0330661	0.0015489	0.00676384	0.0495043	0.562923	0.437077	0.5629233	0.4873226
2808	-49.84916	-115.633	65.7838	0.030257	0.00352565	0.00162405	0.012462	0.0128087	0.0111306	0.0105244	5.88574e-05	0.0113544	0.00165368	0.0048867	0.016126	0.00725854	0.0131407	0.00315591	0.038	0.00286252	0.00434963	0.010754	0.00711717	0.00516467	0.0188913	0.0178585	0.00421263	0.0104767	0.00603088	0.00594158	0.0124056	0.0451444	0.0218918	0.0132691	0.00991888	0.0128636	0.00169652	0.00189581	0.0388061	0.038512	0.00852543	0.0158702	0.0138151	0.0169836	0.0131208	0.0272296	0.0116673	0.00151351	0.00809417	0.0176822	1.311347	0.6886531	0.559412	0.7533	0.915411	1.09241	1.32749	1.78759	0.4200086	0.5251495	0.0502164	0.00585138	0.00269538	0.0206827	0.0212582	0.018473	0.0174669	9.76834e-05	0.0188444	0.00274455	0.00811027	0.0267637	0.0120467	0.0218091	0.00523775	0.0630672	0.00475082	0.00721891	0.0178479	0.0118121	0.00857161	0.0313531	0.0296391	0.00699155	0.0173878	0.0100092	0.00986101	0.0205891	0.0749244	0.036333	0.0220222	0.016462	0.0213493	0.00281564	0.00314641	0.064405	0.0639169	0.0141493	0.0263392	0.0229284	0.0281871	0.0217761	0.0451919	0.0193638	0.00251191	0.0134336	0.0293464	0.713658	0.286342	0.7136583	0.6025325
2844	-57.20635	-121.9739	64.76756	0.00436201	0.0270452	0.0106106	0.000904412	0.0100566	0.0109267	0.00935766	2.02907e-05	0.00101463	0.000143633	0.00384023	0.0073388	0.00507274	0.00811227	0.00133573	0.0118034	0.0112282	0.000432342	0.0131363	0.00368705	0.00766823	5.47645e-05	0.00978379	0.0062363	0.00493487	0.00163191	0.00622982	0.0042183	0.0152647	0.0260988	0.00171762	0.00349783	0.0236131	0.00410561	0.000119365	0.0153932	0.00938216	0.00756674	0.00428196	0.0309351	0.00861564	0.0156291	0.00798374	0.000494768	0.0133207	0.00016627	0.0173942	0.9956471	1.004353	0.320158	0.573806	0.84089	1.18922	1.74275	3.12346	0.8235322	1.008744	0.0112781	0.0699264	0.0274339	0.00233839	0.0260017	0.0282513	0.0241945	5.24623e-05	0.00262337	0.000371367	0.00992905	0.0189747	0.0131157	0.0209745	0.00345357	0.0305182	0.0290309	0.00111783	0.0339643	0.00953298	0.0198265	0.000141596	0.0252963	0.0161242	0.0127593	0.00421935	0.0161074	0.0109066	0.0394675	0.0674794	0.00444096	0.00904375	0.0610525	0.0106152	0.000308623	0.0397995	0.0242579	0.019564	0.0110711	0.0799837	0.022276	0.0404095	0.0206422	0.00127924	0.034441	0.000429895	0.0449734	0.883958	0.116042	0.8839577	0.3867674
2880	-55.6327	-120.3956	64.76293	0.00565772	0.0380745	0.00663353	0.00657798	0.0200356	0.0186533	0.0227479	0.0156362	0.00953419	0.0018666	0.0230947	0.00426391	0.00762338	0.0286056	0.010907	0.0111459	0.0112908	0.00961869	0.00102859	0.00829536	0.0069891	0.00197134	0.00695128	0.000504741	0.0037828	0.010337	0.0131105	0.00569597	0.0296072	0.00412085	0.00209287	0.012174	0.0198059	0.0247889	0.000724304	0.0253975	0.0276768	0.0158596	0.000510231	0.044528	0.00876771	0.0339082	0.000424329	0.00957791	0.0145005	0.000217891	0.0053811	0.8776548	1.122345	0.436736	0.667627	0.881572	1.13434	1.49784	2.28971	0.5990091	1.2788	0.00957802	0.0644569	0.01123	0.0111359	0.0339184	0.0315784	0.0385102	0.0264708	0.0161405	0.00315999	0.0390973	0.00721843	0.0129057	0.0484267	0.0184645	0.018869	0.0191143	0.0162836	0.00174131	0.0140433	0.0118319	0.0033373	0.0117679	0.000854482	0.00640395	0.0174997	0.022195	0.00964278	0.0501224	0.00697623	0.00354305	0.0206096	0.0335297	0.0419654	0.00122618	0.0429957	0.0468544	0.0268489	0.000863776	0.0753821	0.014843	0.0574037	0.000718352	0.0162146	0.024548	0.00036887	0.00910973	0.974531	0.0254689	0.9745311	0.5906981
2916	-61.50121	-127.2809	65.77967	0.015557	0.0435527	0.0266406	0.00154877	0.00706737	0.0439441	0.0313012	0.0020161	0.0193419	0.0079746	0.0308577	0.0246892	0.00032969	0.0200972	0.0295126	0.00159448	0.0156891	0.00656757	0.00242662	0.023957	0.00659231	0.0150884	0.00747641	0.000667595	0.0139047	0.00525926	0.00941695	0.00919823	0.0226367	0.011902	0.000837391	0.00510923	0.0155423	0.0118445	0.0170574	0.0197966	0.0240843	0.0147818	0.0282484	0.0612953	0.00324733	0.0141039	0.0122299	0.020341	0.0270249	1.68923e-05	0.00424999	1.4036	0.5964001	0.481139	0.69991	0.894656	1.11775	1.42875	2.0784	0.528997	0.4249075	0.0211195	0.0591252	0.0361661	0.00210254	0.00959433	0.0596564	0.042493	0.00273697	0.0262577	0.0108259	0.041891	0.0335169	0.000447572	0.0272831	0.0400649	0.00216459	0.0212988	0.00891583	0.00329427	0.0325229	0.00894941	0.0204834	0.0101496	0.000906296	0.0188763	0.00713972	0.012784	0.0124871	0.0307305	0.0161576	0.0011368	0.00693605	0.0210995	0.0160795	0.0231563	0.0268749	0.0326957	0.0200671	0.0383487	0.0832117	0.00440842	0.0191468	0.0166028	0.0276139	0.0366878	2.29322e-05	0.00576958	0.616145	0.383855	0.6161451	0.7366195
2952	-58.29559	-123.4603	65.16473	0.0272243	0.0058303	0.0117846	0.00227326	0.00535121	0.0331428	0.00472662	0.00218668	0.00208665	0.00171477	0.0316279	0.0159847	0.00149472	0.0193448	0.00327264	0.010097	0.00196926	0.0130218	0.0115483	0.00964435	0.000889386	0.00402013	0.00195682	0.000371864	0.0187786	0.0236156	0.00730065	0.0508234	0.0275759	0.0194199	0.0183369	0.0496529	0.00852287	0.0119706	0.0558439	0.0220011	0.00657604	0.0108705	0.0100166	0.0156548	0.00501541	0.00244314	0.0484959	0.0107594	0.00169044	0.000384256	0.000560516	1.372405	0.6275951	0.208214	0.465196	0.787605	1.26967	2.14963	4.80275	1.134631	0.4572959	0.0420209	0.00899912	0.0181897	0.0035088	0.00825964	0.0511562	0.00729558	0.00337516	0.00322077	0.00264677	0.048818	0.0246725	0.00230711	0.0298589	0.00505135	0.0155849	0.00303957	0.0200993	0.0178249	0.0148862	0.00137278	0.0062051	0.00302036	0.000573976	0.028985	0.0364509	0.0112686	0.0784464	0.0425636	0.0299748	0.0283032	0.0766397	0.0131551	0.0184768	0.0861957	0.0339589	0.0101502	0.0167787	0.0154607	0.0241633	0.00774134	0.00377101	0.0748538	0.0166073	0.00260921	0.000593103	0.000865162	0.632441	0.367559	0.6324407	0.6478742
2988	-52.8695	-118.1967	65.32718	0.0431269	0.00151437	0.00092432	0.000842449	0.000605082	0.0110905	0.00809222	0.00601645	0.00823817	0.00295862	0.0182416	0.0305564	0.0055048	0.00484918	0.00988907	0.00146201	0.0128011	0.000227189	0.0157191	0.000689704	0.00346128	0.0165731	9.44062e-05	0.00163369	0.00158627	0.00116292	0.0213419	0.0720918	0.0216184	0.00274032	0.0108374	0.0153035	0.013111	0.0156872	0.0146803	0.0110891	0.0101626	0.00201342	0.00331154	0.00488319	0.0107694	0.0330914	0.0100362	0.0124875	0.00533235	0.0501815	0.0135269	1.283971	0.716029	0.314179	0.568554	0.838481	1.19263	1.75885	3.1829	0.837164	0.5576676	0.0767168	0.00269385	0.00164424	0.0014986	0.00107635	0.0197284	0.0143949	0.0107024	0.0146546	0.00526297	0.0324493	0.0543556	0.00979227	0.00862602	0.0175913	0.00260071	0.0227714	0.000404138	0.0279621	0.00122689	0.00615713	0.0294812	0.000167935	0.00290611	0.00282175	0.00206867	0.0379643	0.128241	0.0384561	0.00487465	0.0192782	0.0272228	0.0233227	0.0279053	0.0261142	0.0197259	0.0180778	0.00358159	0.00589076	0.00868651	0.0191573	0.0588649	0.017853	0.0222135	0.0094855	0.0892657	0.0240624	0.815007	0.184993	0.8150067	0.562158
3024	-60.40498	-125.3602	64.95525	0.00289085	0.0159057	0.015674	0.00138141	0.00165068	0.0333733	0.0357735	0.00834411	0.000102729	0.00613211	0.0238591	0.0140116	0.00624699	0.00685883	0.00752921	0.0343986	0.05605	0.0153507	0.0234539	0.00941292	0.00134717	0.00279732	0.00243305	0.00171418	0.0218588	0.0134941	0.00496205	0.0114512	0.00257344	0.0272176	0.0241468	0.00692841	0.0437364	0.0382474	0.00805493	0.016651	0.00974273	0.0258442	0.0188817	0.00680898	0.0122371	0.012864	0.00867171	0.0375191	0.00651586	0.00537731	0.0260434	0.9981398	1.00186	0.437404	0.668125	0.881777	1.13407	1.49673	2.28622	0.5979047	1.003727	0.00403458	0.0221985	0.0218752	0.00192795	0.00230374	0.0465769	0.0499268	0.0116453	0.000143372	0.00855818	0.0332986	0.0195551	0.00871851	0.00957241	0.010508	0.0480079	0.0782252	0.021424	0.0327331	0.013137	0.00188015	0.00390404	0.00339565	0.00239236	0.0305069	0.0188329	0.00692521	0.0159817	0.00359158	0.0379858	0.0337001	0.00966952	0.06104	0.0533793	0.0112417	0.0232387	0.0135973	0.036069	0.0263519	0.00950285	0.0170785	0.0179534	0.0121025	0.0523629	0.00909375	0.00750475	0.036347	0.568625	0.431375	0.5686253	0.7165202
3060	-59.07818	-125.4917	66.41348	0.0174859	0.00902972	0.00690776	0.000106227	0.00070445	0.0543766	0.0325525	0.0171187	0.00957579	0.0113167	0.0223738	0.034454	0.026944	0.0165551	0.0117373	0.0270492	0.0239524	0.00168039	0.0359965	0.00121898	0.00944557	0.00880312	0.000433918	0.0101851	0.0153828	0.00915734	0.00940111	0.0452369	0.00626341	0.0154695	0.0151089	0.0269835	0.0371711	0.024662	0.0096302	0.0427944	0.0557773	0.0433584	0.0344707	0.0244982	0.0625191	0.00195297	0.0547209	0.103224	0.0149764	0.0468563	0.00509563	1.644981	0.3550194	0.932816	0.96665	0.989474	1.01064	1.0345	1.07202	0.05028775	0.2158198	0.0159731	0.00824847	0.0063101	9.7036e-05	0.000643502	0.0496719	0.029736	0.0156376	0.00874729	0.0103375	0.020438	0.0314731	0.0246128	0.0151228	0.0107218	0.0247089	0.0218801	0.001535	0.0328821	0.00111351	0.00862834	0.00804148	0.000396375	0.00930385	0.0140519	0.00836505	0.00858773	0.041323	0.0057215	0.0141311	0.0138016	0.0246489	0.0339551	0.0225283	0.00879699	0.0390919	0.0509515	0.039607	0.0314883	0.0223787	0.0571099	0.001784	0.0499865	0.0942927	0.0136806	0.0428023	0.00465475	0.623927	0.376073	0.6239266	1.094714
3096	-58.21746	-123.896	65.67857	0.0137858	0.0428088	0.0399213	0.0049207	0.00173007	0.0321328	0.0481191	0.0203714	0.0207501	0.00389642	0.00575156	0.0108382	0.0172716	0.00451236	0.0065829	0.03939	0.00284447	0.00457673	0.0146129	0.00291925	0.0109343	0.0071421	6.28367e-05	0.0246145	0.0323388	0.00846353	0.0034822	0.0347006	0.0077828	0.00230881	0.00632853	0.00744602	0.0012034	0.00761199	0.0205518	0.00996535	0.0204293	0.0143996	0.0103741	0.0268037	0.0207419	8.85018e-05	0.0340588	0.00869411	0.0060011	0.03148	0.0143613	1.16748	0.8325201	0.752091	0.870275	0.957578	1.0443	1.14906	1.32963	0.2060013	0.7130916	0.0194137	0.060285	0.0562188	0.00692952	0.00243636	0.0452508	0.0677632	0.0286879	0.0292211	0.00548709	0.00809957	0.0152628	0.0243225	0.00635449	0.00927031	0.0554705	0.0040057	0.00644513	0.0205785	0.00411101	0.0153981	0.0100578	8.84892e-05	0.0346632	0.0455408	0.0119187	0.00490377	0.0488667	0.0109601	0.00325136	0.00891208	0.0104858	0.00169467	0.0107195	0.0289418	0.0140336	0.0287693	0.0202781	0.0146092	0.037746	0.0292095	0.000124632	0.0479629	0.0122434	0.00845099	0.0443314	0.0202241	0.59053	0.40947	0.5905302	0.7101063
3132	-57.11277	-121.7207	64.60789	0.0415007	0.0142126	0.0043526	0.002592	0.00889334	0.0127966	0.0231115	0.0224351	0.0118011	0.00668836	0.00806664	0.0174147	0.00243416	0.00354557	0.012407	0.00408592	0.0439176	0.00474831	0.00674962	0.00148507	0.0057751	0.000982986	0.000562884	0.0109496	0.00190552	0.00683416	0.0125966	0.00308555	0.00376387	0.00582648	0.0275562	0.00251679	0.00101757	0.00417069	0.0105083	0.00434211	0.00799798	0.0128821	0.00337043	0.0111207	0.00878233	0.000457547	0.0159603	0.0184027	0.00507539	0.0249416	0.0180926	0.8636384	1.136362	0.360471	0.607974	0.856202	1.16795	1.64481	2.77415	0.7377784	1.315784	0.0859732	0.029443	0.00901687	0.00536961	0.0184235	0.0265095	0.047878	0.0464768	0.0244473	0.0138557	0.0167109	0.0360764	0.00504264	0.00734504	0.0257024	0.00846443	0.0909801	0.00983663	0.0139826	0.00307648	0.0119637	0.00203636	0.00116607	0.0226834	0.0039475	0.0141577	0.0260952	0.00639206	0.00779726	0.0120702	0.0570858	0.0052138	0.002108	0.00864003	0.0217691	0.00899515	0.0165687	0.0266867	0.00698222	0.0230376	0.0181935	0.000947859	0.0330636	0.0381232	0.0105142	0.0516693	0.0374807	0.865621	0.134379	0.8656212	0.4827167
3168	-56.73363	-122.132	65.39839	0.00300457	0.0039814	0.00883147	0.00769656	0.00142478	0.00311757	0.0328832	0.00271284	0.00370797	0.000555261	0.00373121	0.00697843	0.002178	0.000831174	0.0147134	0.00321303	0.0388495	0.0111411	0.00304966	0.0070584	0.00433308	0.00186121	0.00204562	0.00194777	0.00601894	0.0111071	0.0065606	0.0279926	0.00125604	0.00220511	0.0170583	0.0378482	0.000837325	0.03675	0.000279297	0.00493871	0.00441279	0.00389164	0.00673903	0.00652598	0.00437807	0.000508813	0.00102939	0.0211504	0.00340879	0.0268521	0.0112589	1.410915	0.5890847	0.253414	0.511972	0.811503	1.23228	1.95323	3.94612	0.9925803	0.4175195	0.00727754	0.00964357	0.0213912	0.0186423	0.00345104	0.00755124	0.0796482	0.00657093	0.00898129	0.00134493	0.00903757	0.0169029	0.00527547	0.00201323	0.0356381	0.00778245	0.0940997	0.0269855	0.00738674	0.0170966	0.0104954	0.00450814	0.0049548	0.0047178	0.0145788	0.0269031	0.0158908	0.0678025	0.00304232	0.00534113	0.0413178	0.0916742	0.00202813	0.0890142	0.000676501	0.0119623	0.0106885	0.00942617	0.016323	0.015807	0.0106044	0.00123242	0.00249333	0.0512297	0.00825663	0.0650399	0.0272708	0.61615	0.38385	0.6161502	0.4128552
3204	-55.74979	-121.5215	65.77167	0.0132618	0.0200806	0.00895875	0.00163415	0.0029674	0.0838254	0.015604	0.014285	0.00728613	0.00133615	0.00204556	0.0223293	0.00592774	0.00418158	0.017056	0.00150979	0.0176908	0.000749815	0.00903539	0.00449471	0.0141935	0.00593912	0.00551418	0.0243897	0.00208008	0.0272255	0.00559356	0.024412	0.00698417	0.00412739	0.0090731	0.034099	0.00888441	0.011944	0.00817691	0.0260244	0.00191484	0.00787196	0.00127969	0.0214779	0.0447053	0.00881379	0.0152389	0.0235453	0.00229383	0.0716491	0.0155185	1.27489	0.7251099	0.636603	0.802317	0.933593	1.07113	1.24639	1.57084	0.3265446	0.5687626	0.0192975	0.0292196	0.013036	0.00237788	0.00431791	0.121976	0.0227056	0.0207863	0.0106022	0.00194425	0.00297653	0.0324918	0.00862556	0.00608469	0.0248184	0.00219693	0.0257422	0.00109107	0.0131475	0.00654033	0.0206532	0.00864212	0.00802377	0.0354898	0.00302676	0.0396163	0.00813929	0.0355223	0.0101628	0.00600583	0.0132024	0.0496181	0.0129279	0.0173799	0.0118984	0.0378685	0.00278632	0.0114546	0.0018621	0.0312528	0.0650514	0.0128251	0.0221743	0.0342612	0.0033378	0.104258	0.0225812	0.71912	0.28088	0.7191195	0.68723
3240	-60.64734	-125.4148	64.76742	0.0578389	0.0137959	0.0103175	0.00239872	0.00170535	0.106228	0.0116388	0.0550898	0.00378725	0.0267176	0.00482917	0.0150817	0.00613277	0.0066646	0.0409059	0.0292712	0.00265467	0.0021375	0.0209665	0.0105213	0.00117699	0.0158741	0.00137933	0.0122711	0.00603887	0.0153172	0.01004	0.0566241	0.0808756	0.0268938	0.0791719	0.0135163	0.0460403	0.0463316	0.0167487	0.0386506	0.00201985	0.0116286	0.025521	0.0500873	0.0736322	0.0281374	0.0284221	0.0844227	0.00906044	0.0930403	0.0400868	1.123819	0.876181	0.56912	0.759648	0.917811	1.08955	1.3164	1.7571	0.4075676	0.7796461	0.0431089	0.0102825	0.00768994	0.00178783	0.00127104	0.0791749	0.0086747	0.0410599	0.00282274	0.0199134	0.00359931	0.0112408	0.00457092	0.00496731	0.0304883	0.0218166	0.0019786	0.00159314	0.0156269	0.00784179	0.00087724	0.0118314	0.00102805	0.00914601	0.00450093	0.0114163	0.00748311	0.0422035	0.0602788	0.0200447	0.059009	0.010074	0.0343151	0.0345322	0.0124833	0.0288073	0.00150545	0.0086671	0.0190215	0.0373314	0.0548801	0.0209716	0.0211837	0.0629225	0.00675299	0.0693455	0.0298778	0.793721	0.206279	0.7937211	1.341693
