Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
3132	-62.07335	-126.5453	64.47195	0.0722082	0.0117268	0.00743386	0.0377785	0.0120546	0.00230867	0.0104321	0.0376499	0.00500465	0.0168811	0.0202078	0.00590864	0.00937668	0.0179736	0.00496309	0.0112493	0.0316531	0.00159682	0.0261274	0.00671245	0.00145778	0.0469676	0.00127822	0.00162706	0.022246	0.00763224	0.0104168	0.00528017	0.0527428	0.0564333	0.0149709	0.00498237	0.0290554	0.00965962	0.00389378	0.00411902	0.0557988	0.0579893	0.0260656	0.0371554	0.00195652	0.0434789	0.00424309	0.0295541	0.0119427	0.0123532	0.0154854	1.006016	0.9939845	0.27187	0.52983	0.82023	1.21917	1.8874	3.67823	0.9417469	0.9880409	0.0786553	0.0127738	0.0080976	0.0411516	0.0131309	0.0025148	0.0113635	0.0410115	0.00545149	0.0183883	0.022012	0.0064362	0.0102139	0.0195783	0.00540622	0.0122537	0.0344793	0.00173939	0.0284602	0.00731178	0.00158793	0.0511611	0.00139235	0.00177233	0.0242322	0.00831369	0.0113469	0.00575161	0.057452	0.061472	0.0163076	0.00542722	0.0316496	0.0105221	0.00424144	0.00448679	0.0607808	0.0631669	0.0283929	0.0404728	0.00213121	0.0473609	0.00462194	0.0321929	0.013009	0.0134561	0.016868	0.82701	0.17299	0.8270103	0.9180332
3168	-72.85427	-138.8903	66.036	0.006476	0.0139926	0.0150212	0.00111134	0.000995186	0.0124504	0.00215645	0.0157457	0.0134412	0.00704798	0.0110288	0.00868977	0.023205	0.0106591	0.000754968	0.0273604	0.0152585	0.0238113	0.00259046	0.0212405	0.00064853	0.011304	0.0154492	0.00736301	0.0326162	0.00263517	0.012289	0.0182031	0.0626743	0.0429218	0.00353969	0.0289859	0.00974339	0.0130179	0.010127	0.0149508	0.00410484	0.0105568	0.0220849	0.0151934	0.0151486	0.0215373	0.0124738	0.00778489	0.017099	0.0124782	0.0126273	1.41631	0.5836904	0.629454	0.797911	0.931991	1.07297	1.25327	1.58868	0.3347103	0.4121206	0.00965709	0.0208659	0.0223998	0.00165725	0.00148403	0.0185662	0.00321573	0.0234802	0.0200436	0.01051	0.0164463	0.0129583	0.0346037	0.0158949	0.00112582	0.0408002	0.0227537	0.0355077	0.00386293	0.0316741	0.000967096	0.0168567	0.0230381	0.0109798	0.0486377	0.0039296	0.0183256	0.0271448	0.0934607	0.0640056	0.00527843	0.0432242	0.0145295	0.0194125	0.0151015	0.0222948	0.00612119	0.0157425	0.0329333	0.0226567	0.0225898	0.0321167	0.0186011	0.0116089	0.0254983	0.0186076	0.0188299	0.60526	0.39474	0.6052601	0.6705951
3204	-61.93252	-126.1966	64.26409	0.083814	0.0482553	0.0475126	0.00660595	0.000392406	0.0715394	0.0651596	0.0339451	0.0258394	0.0234014	0.0240914	0.0521128	0.00197204	0.00365221	0.00518251	0.00607645	0.00537951	0.0022411	0.00897076	0.013689	0.0331939	0.0103789	0.0291874	0.00266238	0.00133708	0.0108677	0.0186195	0.015885	0.0333254	0.0553562	0.0209707	0.0556622	0.0857993	0.0763723	0.0462958	0.022832	0.0593691	0.0733648	0.00265295	0.0447395	0.0441552	0.0427693	0.0427101	0.0143606	0.00503319	0.0274538	0.00719901	0.8451868	1.154813	0.702447	0.841769	0.94768	1.05521	1.18797	1.4236	0.2553775	1.366341	0.0593421	0.0341658	0.03364	0.00467716	0.000277832	0.0506515	0.0461344	0.0240339	0.0182948	0.0165687	0.0170572	0.036897	0.00139625	0.00258585	0.00366933	0.00430226	0.00380881	0.00158675	0.0063515	0.00969208	0.023502	0.00734851	0.0206653	0.00188502	0.000946679	0.00769456	0.013183	0.0112469	0.0235951	0.0391934	0.0148477	0.0394101	0.0607478	0.0540732	0.0327785	0.0161655	0.0420346	0.0519439	0.00187835	0.0316765	0.0312629	0.0302816	0.0302397	0.0101676	0.00356361	0.0194379	0.00509706	0.613861	0.386139	0.6138613	1.412386
3240	-53.80922	-119.4408	65.63157	0.0211921	0.0151746	0.00586598	0.00166	0.000244633	0.00732442	0.0175042	0.0482424	0.00752137	0.0096027	0.00807129	0.0065908	0.00483474	0.00132767	0.00846245	0.0055582	0.0113434	0.00163682	0.00216019	0.00382578	0.000618277	0.00477485	0.0200386	0.000580605	0.00490877	0.0103505	0.044919	0.000313435	0.0209943	0.0387016	0.00269753	0.0139084	0.0533792	0.0171481	0.00117071	0.0353859	0.00195899	0.0148525	0.00480872	0.0114594	0.0164601	0.0127285	0.0447755	0.00167363	0.0303142	0.0170294	0.00157001	1.11095	0.8890502	0.766875	0.878577	0.960418	1.04121	1.1382	1.30399	0.1919255	0.8002613	0.0344216	0.0246476	0.00952789	0.00269628	0.000397348	0.0118968	0.0284314	0.0783582	0.0122167	0.0155973	0.0131099	0.0107052	0.00785289	0.00215649	0.0137452	0.00902797	0.0184246	0.00265862	0.00350872	0.00621406	0.00100424	0.00775561	0.0325479	0.000943055	0.00797313	0.0168119	0.0729601	0.000509101	0.0341003	0.0628615	0.0043815	0.022591	0.0867018	0.027853	0.00190154	0.0574759	0.00318192	0.0241244	0.00781062	0.018613	0.0267355	0.0206744	0.0727271	0.00271841	0.0492382	0.0276601	0.0025501	0.707959	0.292041	0.7079591	0.6156645
3276	-53.86314	-119.9908	66.1277	0.0699358	0.0140019	0.0110079	0.0019906	0.001751	0.0126189	0.0205713	0.00243272	0.0268061	0.0095814	0.00846304	0.00173773	0.00632449	0.014259	0.000780175	0.000969011	0.0137904	0.000112051	0.00476738	0.0227167	0.0019838	0.00132436	0.00501189	0.0307434	0.00226977	0.00724567	0.0320691	0.000686384	0.0113298	0.0413374	0.00598145	0.00262594	0.0223055	0.00557037	0.000361559	0.0306336	0.00184923	0.0322915	0.0026266	0.00299657	0.0170766	0.0119155	0.0239076	0.0147809	0.0108404	0.0187771	0.0279426	1.359507	0.6404928	0.798501	0.896065	0.966342	1.03483	1.11599	1.25235	0.1627041	0.4711213	0.114442	0.0229126	0.0180131	0.00325739	0.00286532	0.0206494	0.0336626	0.00398088	0.0438652	0.0156789	0.0138488	0.00284359	0.0103493	0.0233333	0.00127667	0.00158568	0.0225664	0.000183359	0.00780128	0.0371734	0.00324626	0.00216717	0.0082014	0.0503081	0.00371422	0.0118567	0.0524775	0.00112319	0.01854	0.067644	0.00978796	0.00429705	0.0365004	0.00911528	0.00059165	0.0501284	0.00302606	0.0528414	0.00429813	0.00490355	0.0279439	0.0194984	0.0391221	0.0241872	0.0177391	0.0307267	0.045725	0.682976	0.317024	0.6829764	0.6111023
3312	-56.49684	-119.2849	62.78805	0.0012541	0.00300407	0.00136539	8.45426e-05	0.000620137	0.00282482	0.000900352	0.00198524	8.37652e-05	0.0015228	0.000274176	0.00160561	0.000863512	0.0026302	0.000171737	3.81756e-05	0.00213635	0.000357843	0.000235416	0.000387515	0.00018056	0.00121837	0.0015086	0.00396189	4.51696e-05	0.000321547	0.00218089	0.000993392	0.00463089	0.00694984	0.0011664	0.0014733	0.00494756	0.000493906	3.7267e-06	0.00291254	0.000251176	0.00268189	0.00174538	0.000409215	0.00526724	0.00251212	0.00172095	0.000330819	0.00194952	0.00108316	4.70418e-05	0.8908666	1.109133	0.117119	0.351372	0.721585	1.38584	2.84599	8.53834	1.550669	1.245005	0.0171015	0.0409648	0.0186191	0.00115286	0.00845646	0.0385205	0.0122776	0.0270717	0.00114226	0.0207656	0.00373879	0.0218949	0.0117752	0.0358667	0.00234188	0.000520579	0.0291322	0.0048797	0.00321024	0.00528434	0.00246219	0.0166142	0.020572	0.0540262	0.000615954	0.00438476	0.0297396	0.0135463	0.0631489	0.0947712	0.0159056	0.0200905	0.0674672	0.00673512	5.0819e-05	0.0397167	0.00342516	0.0365714	0.0238007	0.00558025	0.0718265	0.0342564	0.0234677	0.0045112	0.0265846	0.0147705	0.000641483	0.723682	0.276318	0.7236815	0.07333284
3348	-59.69666	-124.9973	65.3006	0.0107933	0.00786537	0.000711026	0.00195539	0.011713	0.0152249	0.0101404	0.00080501	0.0131635	0.00272783	0.00591835	0.0438205	0.0174549	0.0172698	0.00517956	0.00208469	0.0331589	0.00340419	0.00167797	0.00776986	0.00469801	0.00346207	0.00433793	0.0100096	0.00137698	0.00711263	0.0262864	0.0140222	0.00327392	0.048378	0.0132537	0.00505441	0.0166985	0.00111101	0.014827	0.0124754	0.0144497	0.0370611	0.00867264	0.0108684	0.0168647	0.0107913	0.019739	0.00106378	0.000954132	0.073211	0.00284956	1.350177	0.6498227	0.258689	0.517143	0.814051	1.22842	1.9337	3.86564	0.977682	0.4812869	0.0181174	0.0132027	0.00119351	0.00328229	0.0196612	0.0255562	0.0170214	0.00135127	0.0220959	0.00457887	0.00993443	0.0735563	0.0292994	0.0289887	0.00869432	0.00349932	0.0556599	0.00571421	0.0028166	0.0130423	0.00788599	0.00581136	0.00728156	0.0168019	0.00231137	0.0119391	0.0441239	0.0235373	0.00549553	0.0812064	0.0222474	0.00848423	0.0280298	0.00186493	0.0248883	0.020941	0.0242549	0.06221	0.0145577	0.0182435	0.0283088	0.0181141	0.0331335	0.00178564	0.00160159	0.122891	0.00478322	0.797423	0.202577	0.7974225	0.5957414
3384	-62.37115	-127.3982	65.02701	0.0222106	0.0331715	0.0438716	0.00284364	0.000692226	0.0153897	0.00433506	0.000181109	0.00639489	0.000853831	0.0156445	0.00505498	0.00862107	0.00247017	0.0037172	0.00598375	0.0477858	0.017628	0.00246545	0.00340833	0.00236232	0.00127192	0.000614478	0.00693371	0.0112785	0.00851836	0.0339198	0.00408052	0.00336569	0.0316629	0.0242022	0.0134188	0.00858602	0.000687891	0.00386309	0.0113012	0.0141748	0.0047496	0.0327098	0.0343732	0.012171	0.0167641	0.00777088	0.0045841	0.00137365	0.0468576	0.0101587	0.9916398	1.00836	0.454317	0.680602	0.886882	1.12755	1.46929	2.20111	0.5704727	1.016861	0.0373616	0.0557994	0.0737985	0.00478343	0.00116443	0.0258877	0.00729222	0.000304653	0.0107571	0.00143627	0.0263164	0.00850322	0.0145019	0.00415519	0.00625288	0.0100655	0.0803828	0.0296529	0.00414725	0.00573331	0.00397376	0.00213955	0.00103364	0.0116635	0.018972	0.0143291	0.0570581	0.00686403	0.00566158	0.0532617	0.0407116	0.0225725	0.014443	0.00115713	0.00649829	0.0190102	0.0238441	0.00798953	0.0550227	0.0578208	0.0204734	0.0281996	0.0130718	0.00771112	0.00231068	0.0788214	0.0170885	0.6901	0.3099	0.6901004	0.5944783
3420	-66.94386	-133.0114	66.06758	0.0172268	0.023369	0.0228711	0.00597284	0.00446512	0.0299399	0.0386395	0.0026449	0.00663079	0.00108303	0.013806	0.00389056	0.013198	0.00910046	0.00181325	0.00489254	0.0307931	0.00566918	0.0157264	0.00811131	0.00299013	0.00370967	0.00347742	0.0351429	0.00865397	0.00298649	0.00802471	0.0127273	0.00815763	0.0170725	0.0199595	0.0513277	0.00521756	0.00209462	0.00387852	0.00587015	0.00234609	0.0066477	0.00148264	0.0190982	0.00875085	0.0393675	0.00128414	0.000150333	0.00541512	0.0146353	0.0504857	1.509545	0.4904546	0.493375	0.708535	0.898081	1.11349	1.41136	2.02686	0.5108386	0.3249022	0.0286733	0.0388966	0.0380679	0.00994151	0.00743198	0.0498336	0.0643136	0.0044023	0.0110366	0.00180266	0.0229794	0.00647564	0.0219674	0.0151473	0.00301807	0.0081434	0.0512537	0.00943608	0.0261759	0.0135009	0.00497693	0.00617458	0.005788	0.0584937	0.0144041	0.00497088	0.0133568	0.021184	0.013578	0.0284163	0.0332217	0.0854324	0.00868437	0.0034864	0.00645561	0.00977058	0.00390496	0.0110648	0.00246779	0.0317881	0.0145654	0.0655253	0.00213739	0.000250222	0.0090132	0.0243598	0.084031	0.510697	0.489303	0.5106972	0.6007983
3456	-53.58953	-119.6951	66.10559	0.058223	0.0257473	0.0444359	0.0129637	0.0165816	0.01908	0.0345796	0.00307034	0.0151107	0.0135387	0.00176465	0.017166	0.00747824	0.000841263	0.00277598	0.00655386	0.00798176	0.0123893	0.013712	0.0110298	0.0137655	0.00177291	0.0182035	0.0160798	0.00390471	0.0075256	0.00969595	0.0482564	0.023422	0.0201021	0.0166608	0.00690728	0.0309936	0.0149592	0.0423154	0.0290385	0.00725879	0.00222789	0.0146418	0.00284681	0.00281942	0.0677657	0.00346289	0.000100143	0.00195997	0.0420679	0.00196421	1.366564	0.6334361	0.862141	0.930211	0.977683	1.02283	1.07503	1.1599	0.1072575	0.4635247	0.0750546	0.0331906	0.0572817	0.0167113	0.0213752	0.0245958	0.0445761	0.00395794	0.019479	0.0174526	0.00227479	0.0221285	0.0096401	0.00108446	0.00357848	0.0084485	0.0102892	0.0159709	0.0176759	0.0142183	0.0177449	0.00228543	0.0234659	0.0207283	0.00503352	0.00970115	0.0124989	0.0622067	0.030193	0.0259133	0.0214773	0.00890409	0.0399534	0.0192838	0.0545482	0.0374332	0.00935721	0.00287194	0.0188746	0.00366979	0.00363448	0.0873559	0.00446397	0.000129093	0.00252658	0.0542292	0.00253204	0.438706	0.561294	0.438706	0.7757425
3492	-53.715	-119.8439	66.12894	0.0159982	0.0137858	0.000785232	0.027767	0.0270549	0.0361167	0.0167233	0.00202908	0.00928782	0.00102386	0.0122902	0.0200049	0.0106304	0.00138607	0.0148498	0.00462281	0.00287937	0.00606691	0.00509044	0.00977149	0.0136537	0.001296	0.00501194	0.00149366	0.00857925	0.0184773	0.0121616	0.0188946	0.00434331	0.0669063	0.00790491	0.0157703	0.0057517	0.0101051	0.0402471	0.00313789	0.00775938	0.024382	0.0277529	0.0107509	0.00536979	0.00124033	0.0122583	0.00402248	0.000463125	0.0262319	0.00561596	1.386921	0.6130794	0.740442	0.863675	0.955306	1.04678	1.15784	1.35054	0.2172875	0.4420436	0.0267642	0.0230629	0.00131365	0.0464528	0.0452615	0.0604215	0.0279772	0.00339455	0.0155381	0.00171287	0.0205609	0.0334672	0.0177841	0.00231883	0.0248429	0.00773374	0.00481705	0.0101496	0.00851607	0.0163472	0.0228421	0.00216815	0.00838473	0.00249883	0.0143527	0.0309116	0.0203458	0.0316097	0.00726615	0.111931	0.0132245	0.026383	0.00962232	0.0169053	0.0673314	0.00524953	0.0129811	0.0407899	0.0464293	0.0179858	0.00898341	0.00207501	0.0205075	0.00672941	0.000774785	0.0438847	0.00939523	0.520506	0.479494	0.5205059	0.5977459
3528	-60.67468	-125.9232	65.24851	0.0131581	0.00156546	0.00494822	0.00423772	0.000422107	0.0255182	0.0105526	0.0109409	0.00378403	0.0192232	0.0103587	0.0162561	0.0095339	0.0274731	0.0319893	0.0152881	0.0149478	0.00377724	0.00131756	0.0316974	0.0391548	0.004671	0.00246519	0.00507933	0.00940804	0.0186163	0.00543689	0.00187258	0.0287217	0.0301011	0.00739814	0.0357169	0.00256419	0.0120113	0.0040287	0.00316546	0.00045006	0.00835477	0.0381292	0.0129329	0.00692649	0.0117426	0.0154655	0.00904384	0.00805061	0.0222604	0.00279435	1.016339	0.9836613	0.578878	0.765972	0.920188	1.08673	1.30553	1.72748	0.3952754	0.9678479	0.0218012	0.00259374	0.0081985	0.0070213	0.000699372	0.04228	0.0174841	0.0181274	0.0062696	0.0318501	0.0171628	0.0269341	0.0157963	0.045519	0.0530017	0.0253302	0.0247664	0.00625834	0.00218301	0.0525181	0.0648738	0.00773918	0.00408447	0.00841573	0.0155878	0.0308446	0.00900815	0.00310261	0.0475878	0.0498733	0.0122577	0.0591779	0.0042485	0.0199011	0.00667498	0.00524472	0.000745685	0.0138427	0.0631747	0.021428	0.0114762	0.0194557	0.0256241	0.0149844	0.0133387	0.0368824	0.00462984	0.627236	0.372764	0.6272355	0.6035521
3564	-60.82347	-125.0784	64.2549	0.0233814	0.0134834	0.00665862	0.00324389	0.0197506	0.0266435	0.00523394	0.0113697	0.00155356	0.00301751	0.0124133	0.0230866	0.00181639	0.00524339	0.0140241	0.0191056	0.0069479	0.00533284	0.0148416	0.0210027	0.0172468	0.0115662	0.0525111	0.0216965	0.0144018	0.0525644	0.040474	0.00810781	0.0365601	0.0631221	0.0384055	0.031117	0.0163437	0.0102101	0.0137335	0.015652	0.00116856	0.0436945	0.0140885	0.00809519	0.0275181	0.0452911	0.00927353	0.0227036	0.0323502	0.0629474	0.0217164	0.759807	1.240193	0.450073	0.677493	0.885616	1.12916	1.47603	2.22186	0.5772594	1.632248	0.0240869	0.0138902	0.00685953	0.00334178	0.0203465	0.0274474	0.00539187	0.0117127	0.00160043	0.00310856	0.0127878	0.0237832	0.0018712	0.0054016	0.0144473	0.0196821	0.00715755	0.00549375	0.0152895	0.0216364	0.0177672	0.0119152	0.0540955	0.0223512	0.0148363	0.0541505	0.0416953	0.00835245	0.0376632	0.0650267	0.0395644	0.0320559	0.0168368	0.0105181	0.0141479	0.0161243	0.00120382	0.045013	0.0145136	0.00833946	0.0283484	0.0466577	0.00955335	0.0233886	0.0333263	0.0648467	0.0223716	0.797373	0.202627	0.7973726	0.97071
3600	-56.14016	-121.2012	65.06103	0.00719804	0.0242301	0.00391795	0.0054057	0.0145295	0.0180038	0.0137176	0.0152151	0.0137248	0.0137208	0.0328714	0.0231596	0.00115498	0.00166975	0.00950385	0.00960496	0.0246018	0.00265687	0.0154506	0.00706367	0.0155297	0.00451681	0.0449422	0.000961007	0.00535717	0.0229529	0.0183477	0.00153044	0.0270221	0.0725121	0.00518133	0.0112963	0.00730742	0.00612216	0.0187429	0.000422324	0.000706727	0.0228634	0.00902432	0.000895685	0.0045542	0.0139411	0.00550344	0.00124286	0.00808509	0.00371128	0.0023073	1.069576	0.9304239	0.384755	0.627615	0.864737	1.15642	1.59333	2.59906	0.6906387	0.8698996	0.0121387	0.0408615	0.00660721	0.00911616	0.0245025	0.0303616	0.0231333	0.0256587	0.0231455	0.0231387	0.0554342	0.0390562	0.00194775	0.00281587	0.0160273	0.0161978	0.0414884	0.00448053	0.0260558	0.0119121	0.0261892	0.00761713	0.0757904	0.00162064	0.00903431	0.0387076	0.0309414	0.00258093	0.0455699	0.122284	0.00873777	0.0190501	0.0123232	0.0103244	0.0316079	0.000712206	0.00119182	0.0385567	0.0152186	0.00151048	0.00768019	0.0235102	0.00928098	0.00209595	0.0136347	0.00625868	0.00389101	0.672048	0.327952	0.6720476	0.5929808
3636	-67.05528	-132.5964	65.54108	0.133732	0.0234792	0.0116388	0.0201171	0.00525001	0.0425463	0.0123172	0.0159033	0.00472306	0.0207032	0.0082014	0.0439111	0.00428273	0.00306623	0.0182025	0.0252629	0.0254694	0.0249352	0.00455558	0.0114927	0.00473588	0.01585	0.0431032	0.00291385	0.00498676	0.019529	0.0233658	0.000951276	0.0315409	0.0166285	0.0194925	0.0101382	0.004865	0.0427109	0.00412688	0.000837478	0.00192789	0.0300979	0.014211	0.00488466	0.0306748	0.00928628	0.0233184	0.00385165	0.0153441	0.0557724	0.00436397	1.642378	0.3576215	0.215013	0.472543	0.791465	1.26348	2.11621	4.65088	1.111397	0.2177461	0.148707	0.0261083	0.0129421	0.0223698	0.00583789	0.0473105	0.0136965	0.0176841	0.00525194	0.0230214	0.00911976	0.0488282	0.00476229	0.00340958	0.0202407	0.0280917	0.0283214	0.0277274	0.0050657	0.0127796	0.00526618	0.0176248	0.0479297	0.00324014	0.00554516	0.0217158	0.0259822	0.0010578	0.0350728	0.0184905	0.0216752	0.0112735	0.00540977	0.0474935	0.00458899	0.000931256	0.00214377	0.0334682	0.0158023	0.00543163	0.0341096	0.0103261	0.0259295	0.00428294	0.0170622	0.0620176	0.00485264	0.820316	0.179684	0.8203162	0.8992994
3672	-52.26954	-117.7054	65.43585	0.0234175	0.0456078	0.0031633	0.00681015	0.00181501	0.0263538	0.0598921	0.0207603	0.0167734	0.0527065	0.0178096	0.0209094	0.0113586	0.00567174	0.00103017	0.0347176	0.0101405	0.0103217	0.00042455	0.0167869	0.000882738	0.0270146	0.0115974	0.00617099	0.0027401	0.0316122	0.0172508	0.00086157	0.0111887	0.11794	0.0443064	0.00172218	0.0317982	0.01597	0.0554683	0.0213707	0.00905448	0.00888287	0.0411394	0.00329429	0.0177749	0.00647697	0.0738857	0.00405732	0.020923	0.070446	0.00356068	1.125024	0.8749759	0.887754	0.943587	0.982048	1.01828	1.05979	1.12644	0.0860891	0.7777396	0.0224336	0.0436914	0.00303038	0.006524	0.00173875	0.0252465	0.0573755	0.019888	0.0160686	0.0504919	0.0170613	0.0200309	0.0108813	0.00543343	0.000986884	0.0332588	0.00971442	0.00988803	0.000406712	0.0160816	0.000845647	0.0258795	0.0111101	0.0059117	0.00262497	0.0302839	0.0165259	0.000825369	0.0107185	0.112984	0.0424448	0.00164982	0.0304621	0.015299	0.0531377	0.0204728	0.00867403	0.00850963	0.0394109	0.00315587	0.017028	0.00620482	0.0707812	0.00388684	0.0200439	0.067486	0.00341107	0.632177	0.367823	0.6321766	1.043861
3708	-59.20227	-125.0283	65.82602	0.032262	0.0163837	0.0101585	0.00106747	0.000454212	0.0211063	0.00214913	0.00399372	0.00931397	0.0362227	0.000179237	0.00814118	0.00751112	0.00590843	0.00493838	0.00904437	0.0231104	0.0208142	8.44554e-05	0.0106015	0.00233153	0.00543313	0.00160993	0.0231685	0.0022082	0.01662	0.00606268	0.000182288	0.000325934	0.0647505	0.0112546	0.030615	0.0318433	0.0140224	0.00589512	0.0252934	0.0142226	0.00807718	0.0151984	0.014953	0.0103236	0.00813136	0.0142479	0.017035	0.0154299	0.0239043	0.0047913	1.28896	0.7110397	0.630873	0.798788	0.93231	1.0726	1.2519	1.5851	0.3330818	0.5516382	0.0527696	0.026798	0.0166157	0.00174601	0.000742935	0.0345226	0.00351524	0.00653234	0.0152344	0.0592479	0.000293171	0.0133162	0.0122856	0.00966415	0.00807749	0.0147935	0.0378006	0.0340448	0.00013814	0.0173404	0.00381358	0.00888672	0.0026333	0.0378957	0.00361185	0.0271846	0.00991645	0.000298161	0.000533115	0.105909	0.0184086	0.0500756	0.0520846	0.0229357	0.00964238	0.0413713	0.0232633	0.0132115	0.0248593	0.024458	0.0168859	0.0133001	0.0233047	0.0278633	0.0252379	0.0390992	0.00783692	0.70698	0.29302	0.7069797	0.611376
3744	-51.69225	-116.7349	65.04264	0.0369082	0.0104165	0.00135689	0.0162669	0.00176049	0.0171444	0.0217408	0.000879063	0.00251265	0.00250301	0.000609624	0.00175874	0.0158985	0.005232	0.0137702	0.0121252	0.0311345	0.00395355	0.00196076	0.0113946	0.00064948	0.009817	0.0307857	0.000624348	0.00285148	0.0187324	0.00757838	0.00779898	4.23026e-05	0.0225126	0.0112152	0.00612499	0.00329441	0.0153626	0.0217914	0.00222107	0.00281157	0.0200343	0.00674819	0.0130428	0.0121915	0.00493044	0.0156839	0.015546	0.0113328	0.0153178	0.0218521	1.088501	0.9114988	0.349171	0.598603	0.852062	1.17362	1.67056	2.86392	0.760808	0.8373889	0.0723378	0.0204157	0.00265942	0.0318821	0.00345045	0.0336019	0.0426105	0.00172291	0.00492463	0.00490575	0.00119482	0.00344701	0.03116	0.0102544	0.0269887	0.0237645	0.0610217	0.00774871	0.00384296	0.0223328	0.00127294	0.0192407	0.060338	0.00122368	0.00558873	0.0367143	0.0148531	0.0152855	8.29105e-05	0.0441233	0.0219811	0.0120046	0.00645683	0.0301098	0.0427097	0.00435316	0.00551051	0.0392659	0.013226	0.0255632	0.0238945	0.00966335	0.0307395	0.0304692	0.0222117	0.030022	0.0428288	0.818998	0.181002	0.818998	0.5102203
3780	-57.52927	-121.6541	64.12483	0.0308583	0.0288029	0.00415313	0.0390377	0.0116862	0.0137038	0.0130222	0.00242794	0.0321788	0.021693	0.0102366	0.00783812	0.0204025	0.0306261	0.00189181	0.0015578	0.00684114	0.00702081	0.00801971	0.00101673	0.0143859	0.00614438	0.00672215	0.018261	0.018913	0.00551089	0.00707701	0.0201944	4.65091e-06	0.053082	0.0161304	0.0165177	0.00549999	0.00165391	0.0139424	0.00615769	0.017775	0.0325257	0.007703	0.0145022	0.0360624	0.00770725	0.0263572	0.0049398	0.0315309	0.0245763	0.0320443	0.6107304	1.38927	0.492784	0.708121	0.897917	1.11369	1.41219	2.02929	0.5117052	2.274767	0.0417604	0.0389789	0.00562041	0.0528296	0.0158148	0.0185453	0.0176229	0.00328571	0.0435474	0.0293571	0.0138531	0.0106073	0.0276106	0.0414461	0.00256018	0.00210816	0.00925809	0.00950124	0.010853	0.00137594	0.0194684	0.00831517	0.00909706	0.0247126	0.0255949	0.00745786	0.00957729	0.027329	6.29405e-06	0.0718357	0.0218292	0.0223534	0.00744311	0.00223823	0.0188682	0.00833318	0.0240549	0.0440168	0.0104244	0.0196258	0.048803	0.0104302	0.0356691	0.00668501	0.0426706	0.033259	0.0433654	0.823182	0.176818	0.8231821	0.7389367
